Iso3,Country,image,idb,02Dec20,03Dec20,04Dec20,05Dec20,06Dec20,07Dec20,08Dec20,09Dec20,10Dec20,11Dec20,12Dec20,13Dec20,14Dec20,15Dec20,16Dec20,17Dec20,18Dec20,19Dec20,20Dec20,21Dec20,22Dec20,23Dec20,24Dec20,25Dec20,26Dec20,27Dec20,28Dec20,29Dec20,30Dec20,31Dec20,01Jan21,02Jan21,03Jan21,04Jan21,05Jan21,06Jan21,07Jan21,08Jan21,09Jan21,10Jan21,11Jan21,12Jan21,13Jan21,14Jan21,15Jan21,16Jan21,17Jan21,18Jan21,19Jan21,20Jan21,21Jan21,22Jan21,23Jan21,24Jan21,25Jan21,26Jan21,27Jan21,28Jan21,29Jan21,30Jan21,31Jan21,01Feb21,02Feb21,03Feb21,04Feb21,05Feb21,06Feb21,07Feb21,08Feb21,09Feb21,10Feb21,11Feb21,12Feb21,13Feb21,14Feb21,15Feb21,16Feb21,17Feb21,18Feb21,19Feb21,20Feb21,21Feb21,22Feb21,23Feb21,24Feb21,25Feb21,26Feb21,27Feb21,28Feb21,01Mar21,02Mar21,03Mar21,04Mar21,05Mar21,06Mar21,07Mar21,08Mar21,09Mar21,10Mar21,11Mar21,12Mar21,13Mar21,14Mar21,15Mar21,16Mar21,17Mar21,18Mar21,19Mar21,20Mar21,21Mar21,22Mar21,23Mar21,24Mar21,25Mar21,26Mar21,27Mar21,28Mar21,29Mar21,30Mar21,31Mar21,01Apr21,02Apr21,03Apr21,04Apr21,05Apr21,06Apr21,07Apr21,08Apr21,09Apr21,10Apr21,11Apr21,12Apr21,13Apr21,14Apr21,15Apr21,16Apr21,17Apr21,18Apr21,19Apr21,20Apr21,21Apr21,22Apr21,23Apr21,24Apr21,25Apr21,26Apr21,27Apr21,28Apr21,29Apr21,30Apr21,01May21,02May21,03May21,04May21,05May21,06May21,07May21,08May21,09May21,10May21,11May21,12May21,13May21,14May21,15May21,16May21,17May21,18May21,19May21,20May21,21May21,22May21,23May21,24May21,25May21,26May21,27May21,28May21,29May21,30May21,31May21,01Jun21
MNE,Montenegro,https://www.countryflags.io/me/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,446,669,892,1115,1330,1526,1701,1856,2008,2156,2295,2432,2580,2763,2982,3184,3368,3540,3701,3869,4020,4212,4481,4840,5238,5734,6265,6831,7375,7896,8622,9600,10727,12035,13593,15297,16969,18624,20069,21535,23038,24616,26258,28253,30320,32534,34650,36707,38527,40132,41653,43090,44626,46197,47771,49510,51314,52949,54455,55720,56852,57840,58595,59245,59782,60206,60587,61018,61555,62059,62598,63360,66915,71697,76958,82642,89223,96473,104370,110131,115310,120318,125233,129610,133501,137004,140234,143231,146148,148742,151118,153373,155482,160137,165064,170368,176770,183879,191469,199787
MMR,Myanmar,https://www.countryflags.io/mm/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,26600,55733,88033,122233,157700,194071,235871,277671,319471,357046,390395,419519,444417,465090,481538,493760,505982,518204,530426,542648,554870,567092,579314,591536,603758,615980,628202,640424,652646,664868,677090,689312,701534,713756,725978,738200,750422,762644,774866,787088,799310,811532,823754,835976,848198,860420,872642,884864,897086,909308,921530,933752,945974,958196,970418,982640,994862,1007084,1019306,1031528,1043750,1055972,1068194,1083391,1101562,1122708,1146828,1173923,1203992,1237035,1270078,1303121,1336164,1369207,1402250,1435293,1468336,1501379,1534422,1567465,1600508,1633551,1666594,1699637,1732680,1765723,1803705,1846626,1894486,1947284,2005021,2067697,2135312,2202927,2270542,2338157,2405772,2470888,2533506,2593626,2651247,2706370,2758995,2809121,2859247,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373,2909373
MLT,Malta,https://www.countryflags.io/mt/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11705,13002,14288,15492,16698,17910,19114,20306,21473,22629,23800,24964,26115,27246,28347,29466,30592,31752,33009,34417,35951,37594,39349,41218,43070,44908,46736,48534,50303,52069,53836,55705,57613,59554,61430,63255,65067,66934,68917,70909,72923,75017,77189,79410,81603,83788,86117,88495,91057,93663,96505,99546,102706,106036,109510,112963,116463,119963,123598,127155,130727,134043,137342,140709,144226,147771,151541,155518,160024,164802,169752,174783,179931,185234,190584,195897,201019,206035,210756,215228,219546,223658,227764,231838,235983,240303,244855,249379,253997,258562,263370,267913,272690,277535,282723,288000,293410,298684,303936,309060,313992,318470,322733,326763,330787,334877,338912,343069,347711,352634,357887,363067,368502,374189,379976,385789,391649,397651,404055,410394,416644,423033,429563,436247,442902,449761,456925,464363,471916,479473,486814,493685,499883,505767,511112,511112
MLI,Mali,https://www.countryflags.io/ml/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,428,642,1442,2594,3980,5534,7423,9646,12204,14762,17320,19878,22331,24679,26921,29058,31090,33017,34838,36659,38480,40301,42122,43943,45764,47584,49402,51218,53032,54845,56656,58465,60274,62083,63892,65701,67510,69319,71128,72937,74746,76555,78364,80173,81790,83215,84448,85488,86336,86992,87456,88499,90122,92325,95108,98471,98471,98471,98471,98471,98471,98471
MKD,North Macedonia,,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,378,567,756,945,1134,1323,1512,1701,1890,2079,2268,2457,2646,2835,3024,3213,3402,3591,3780,3969,4158,4347,4536,4725,4914,5103,5292,5477,5659,5837,6011,6181,6347,6509,6671,6833,6995,7157,7319,7481,7643,7805,7991,8202,8476,8944,9607,10487,11585,13041,14889,17034,19104,21099,23317,25609,28006,30476,32587,34580,36781,38633,40286,41705,42957,44529,46369,48051,50008,52120,54225,56256,58102,59815,61497,62948,65271,68415,72380,77277,83582,95022,108499,122966,137674,152622,167811,181617,190314,196999,203375,210205,217422,224841,232692,240719,248922,255663,262254,268870,275962,283991,293838,293838
MEX,Mexico,https://www.countryflags.io/mx/flat/64.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2924,4224,5524,6824,8488,11609,15288,18983,23034,27441,32204,37116,41360,45387,49617,54601,60089,65965,72122,78500,98412,137209,187196,242689,298524,356448,414340,458406,490171,518376,540593,563091,584888,606916,629061,644133,650906,658269,664512,668812,672415,676780,682101,687544,693243,698984,705072,711318,716762,721099,724768,727070,730567,735119,762850,810483,895141,1016306,1149162,1285042,1425574,1552113,1672491,1782599,1882152,1986024,2095444,2208795,2320549,2425234,2509123,2574961,2629589,2677876,2723986,2797905,2919965,3080531,3262421,3469348,3690322,3912462,4116736,4295253,4459185,4627988,4805805,4987571,5184250,5383705,5581087,5766282,5952056,6132881,6310067,6486794,6697929,6945323,7231589,7539771,7862971,8174886,8499023,8823395,9143162,9485322,9819668,10136381,10473401,10818509,11208810,11612173,12009149,12436765,12870572,13295277,13705041,14075896,14442261,14792704,15112176,15422062,15726871,16029111,16317537,16586176,16849604,17116108,17389920,17671340,17977116,18308208,18678654,19081800,19500172,19914692,20318798,20692688,21013978,21304740,21572234,21808862,22050060,22316924,22582216,22958504,23387304,23846324,24344028,24852904,25351088,25872790,26370868,26868992,27385218,27915558,28429650,28949352,29452768,29921492
MDV,Maldives,https://www.countryflags.io/mv/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,1578,2740,3870,5364,7138,9147,11343,13998,17158,20458,24208,28328,32740,37568,42719,48251,53491,58763,63966,69158,74167,79117,84012,89065,94134,99334,104613,110121,115629,121174,126804,132558,138305,144119,150120,156696,163811,170898,178389,186171,194014,200987,206758,211139,215369,218289,220117,221268,222480,223784,225188,226567,228208,230103,231975,233791,235611,237518,239437,241628,244265,247553,251574,256308,261938,267909,273378,279201,285221,290587,295287,299839,304187,309298,314480,319665,325521,332093,338758,345563,352508,359304,365983,372340,378459,384055,389443,393929,398342,402707,407285,411739,415932,420235,424841,428999,432610,435762,438446,440724,442882,444896,446821,448777,450612,452523,454590,456792,459073,461330,463493,465715,467843,469993,471948,473773,475459,475459,475459
MDG,Madagascar,https://www.countryflags.io/mg/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,1156,1703,2250,2797,3344,3891,4819,6129,7820,9610,11499,13487,15729,17844,19920,21958,24239,26764,29533,29533
MDA,Moldova,https://www.countryflags.io/md/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3849,4369,4889,5409,5929,6449,7160,7945,8954,9983,11032,12302,13685,15006,16328,17487,18687,19843,20754,21800,23240,24973,27022,29165,31488,33991,36401,38502,40391,42084,43803,45581,47418,49502,51513,53458,55620,57999,60504,63391,66785,71040,75923,80457,84641,88825,92805,96534,99946,104019,108180,112430,116476,121185,126147,131178,135044,138808,142470,146030,148571,151567,155382,160439,165664,170825,175921,181987,188045,194462,201070,208062,215676,223912,232550,241335,249747,258194,266936,275547,284642,298718,313007,327484,343271,359266,375442,391185,401791
MCO,Monaco,https://www.countryflags.io/mc/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,252,378,504,630,756,882,1008,1134,1260,1386,1512,1638,1764,1890,2016,2142,2268,2394,2544,2718,2916,3138,3384,3654,3948,4242,4536,4830,5124,5418,5712,6006,6300,6594,6888,7182,7476,7770,8064,8358,8652,8946,9240,9534,9828,10122,10416,10710,11004,11298,11592,11886,12180,12474,12768,13062,13356,13650,13944,14238,14532,14826,15120,15395,15652,15890,16110,16311,16494,16659,16824,16989,17154,17319,17484,17649,17814,17979,18145,18312,18480,18650,18821,18993,19167,19341,19515,19689,19863,20037,20211,20385,20561,20739,20919,21101,21285,21471,21659,21847,22035,22223,22411,22599,22787,22977,23170,23365,23563,23763,23966,24171,24362,24538,24699,24845,24977,25094,25196,25300,25407,25516,25628,25742,25859,25978,26112,26262,26427,26608,26804,27016,27243,27470,27697,27924,28151,28378,28594,28800,28995,29179,29352,29515,29667,29819,29971,29971,29971,29971,29971,29971
MAR,Morocco,https://www.countryflags.io/ma/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,90000,132000,182020,233478,284878,335124,387015,440439,494876,544886,596013,658544,730486,831039,963121,1111801,1277078,1461219,1651919,1848748,2027326,2180562,2319222,2443307,2552296,2676286,2814998,2966733,3129120,3297883,3473021,3656483,3821757,3968760,4104951,4232759,4354637,4470586,4582425,4700771,4824993,4970202,5140195,5323727,5520797,5729823,5933601,6131210,6305077,6448654,6576780,6689454,6783885,6893634,7018556,7149145,7284420,7421843,7561414,7707685,7831346,7936497,8028835,8115463,8197674,8275468,8345888,8410675,8469643,8524022,8576265,8628161,8676732,8716108,8751536,8782853,8813069,8846624,8877456,8908543,8941053,8970418,8997062,9022391,9037114,9050951,9063902,9087265,9135597,9187391,9240810,9293856,9351671,9414254,9488062,9551059,9616707,9685005,9763393,9855615,9961672,10070102,10177972,10281761,10381469,10496828,10616620,10740845,10888259,11069336,11291072,11547387,11803815,12053927,12297724,12557170,12789318,13000155,13195760,13388677,13587668,13792732,13971061
MAC,"Macao SAR, China",,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,980,1295,1575,1835,2081,2317,2493,2669,2868,3091,3337,3607,3900,4567,5608,6801,8130,9585,11166,12794,14159,15271,16329,17336,18338,19285,20249,21223,22219,23261,24320,25380,26482,27624,28774,29892,30956,32026,33117,34216,35341,36533,37795,39096,40422,41799,43203,44600,46036,47510,49056,50544,51943,53324,54616,55751,56845,57989,59313,60857,62497,64300,66292,68353,70397,72446,74504,76570,78585,80559,82495,84381,86213,87905,89590,91357,93216,95188,97210,99220,101282,103286,105078,106683,108183,109655,111146,112673,114241,115972,117834,119726,121639,123578,125560,127592,129634,131720,133752,135749,137857,140061,142330,144730,147281,149974,152744,155576,158528,161576,164721,168036
LVA,Latvia,https://www.countryflags.io/lv/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,1468,2301,2903,3389,3806,4177,4515,4855,5193,5626,6169,6736,7331,8101,8976,9956,11081,12345,13660,14944,16154,17257,18254,19031,19571,20033,20479,20899,21316,21740,22236,22839,23468,24144,24895,25783,26786,27892,29099,30343,31557,32660,33530,34258,35026,35804,36557,37296,38101,39078,40250,41389,42477,43614,44864,46243,47767,49623,51857,54378,56877,59279,61678,64047,66387,68983,71785,74614,77435,80247,83084,85686,87811,89955,92119,94282,96736,98879,100693,102167,103031,103822,104606,105232,106615,108849,111813,115249,118708,122168,125554,128873,132135,135223,137819,140815,144039,147371,150758,154642,158939,163852,168521,172971,177355,181497,185225,188802,192976,197799,202742,207902,213582,219811,226584,233600,240607,247676,254827,261997,269806,278260,286822,295487,304187,312664,321337,330298,340295,351485,363441,375400,388281,402456,417445,432460,447672,463004,478807,494914,510815,526695,542386,557847,573183,588214,603223,618779,634254,649849,665856,681565,697352,712978,727670
LUX,Luxembourg,https://www.countryflags.io/lu/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1262,1324,1386,1448,1510,1572,1634,1696,1758,1820,1882,1944,2058,2235,2455,2691,2943,3211,3586,4003,4478,5001,5559,6151,6777,7346,7950,8558,9197,9827,10449,11062,11732,12407,13115,13836,14564,15300,16043,16743,17372,18017,18727,19451,20189,20941,21782,22820,23848,24926,26030,27160,28316,29445,30510,31602,32622,33626,34614,35587,36615,37628,38679,39836,41032,42267,43541,44740,45954,47288,48816,50422,52106,53869,55736,57894,60136,62347,64545,66730,68902,71037,73027,74909,76668,78575,80631,82835,85063,87145,89335,91721,94115,96516,98925,101469,104353,107422,110650,113932,117269,120660,124396,128480,132820,137315,141922,146641,151471,155817,159442,162660,165479,168059,170400,172501,174640,176809,179158,181767,184542,187483,190590,194336,198811,203635,208763,214120,219707,225524,231493,237556,243632,249713,255845,262029,268264,274408,280361,286258,291937,297336,302456,307296,311631,315567,318865,321687,324841,328325,331762,335151,338887
LTU,Lithuania,https://www.countryflags.io/lt/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2454,5211,8077,10498,12320,13778,14993,16034,16682,16994,17587,18773,20700,22670,24641,26926,29421,32310,35838,39672,43620,47729,52170,57211,61855,65484,68123,70606,72927,74616,75856,77588,80114,83739,87455,91172,95286,99509,103717,108320,112815,117322,121842,126330,130669,134914,139045,143172,147259,151332,155689,159710,164035,168683,173786,178969,184151,189452,195917,202872,209903,216871,223808,230810,238110,245508,252948,260901,269423,277921,286355,294981,303972,313481,320944,328966,337148,345333,353394,361213,368303,376428,383313,390054,396796,403563,410709,418863,428237,438631,449370,460131,470841,481551,492705,504054,515886,528506,541444,553790,566398,577868,590572,605229,620878,636428,652696,669549,688400,706711,723152,737721,752057,765975,779388,792790,806614,821046,835768,850516,865314,879801,892673,906481,922152,939427,956771,975141,995685,1018988,1042704,1065873,1089045,1113129,1138252,1163114,1187546,1211200,1234512,1256444,1277430,1297705,1317710,1337940,1358522,1378301,1398499,1418885,1439109,1459501,1479268,1498702,1519031,1539673,1560139,1581071,1602731
LSO,Lesotho,https://www.countryflags.io/ls/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,820,1230,1640,2050,2460,2870,3280,3690,4100,4510,4920,5330,5740,6150,6560,6970,7380,7790,8200,8610,9020,9430,9840,10250,10660,11070,11480,11890,12300,12710,13120,13530,13940,14350,14760,15170,15580,15990,16437,16920,17440,17996,18589,19218,19884,20550,21216,21882,22548,23214,23880,24546,25212,25878,26544,27210,27876,28542,29208,29874,30540,31206,31872,32538,33204,33870,34536,35202,35868,36444,36931,37329,37329,37329,37329,37329,37329,37329,37329,37329,37329,37329,37329
LKA,Sri Lanka,https://www.countryflags.io/lk/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5286,24198,43916,67804,91557,114876,135780,157355,174830,189490,199806,207724,212983,217520,220790,224577,228516,232113,235252,240063,247975,260058,276658,298004,321063,345455,371607,395404,415812,435686,453912,476044,502746,532249,568098,609939,650268,687870,720411,747547,769277,784785,793534,800124,806331,813108,820682,828446,836451,845559,853961,862083,869777,877023,884199,891378,898589,906438,915608,923609,931602,939679,947381,954374,960096,964443,968749,971759,973397,974130,974291,974426,974535,974706,974939,975217,975533,975887,976296,976760,977224,977688,978152,978616,979080,979544,980008,980472,980936,981400,981864,985100,993675,1005741,1018995,1035488,1055017,1077089,1098786,1116535,1132184,1147224,1163604,1185093,1216771,1256591,1306217,1365649,1428479,1497363,1563499,1620282,1669235,1710156,1742101,1771080,1790719,1805453,1817362,1832548,1847067,1862440,1888700,1925683
LIE,Liechtenstein,https://www.countryflags.io/li/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,28,54,88,131,178,225,272,315,354,385,433,504,575,646,706,760,815,843,844,845,846,862,888,921,964,1011,1058,1105,1148,1215,1303,1399,1491,1583,1675,1785,1889,1964,2049,2161,2273,2385,2468,2522,2594,2667,2742,2817,2892,2967,3072,3189,3312,3405,3498,3591,3685,3780,3879,3963,4047,4131,4215,4326,4436,4547,4673,4834,4995,5156,5322,5494,5650,5800,5945,6090,6235,6346,6451,6567,6689,6819,6949,7079,7249,7428,7622,7825,8032,8239,8446,8692,8976,9288,9629,10000,10371,10742,11068,11352,11604,11822,12042,12262,12482,12708,12937,13167,13399,13595,13791,13987,14223,14497,14774,15051,15332,15613,15894,16174,16455,16771,17124,17516,17908,18300,18612,18926,19241,19560,19875,20190,20505,20505,20505
LCA,St. Lucia,https://www.countryflags.io/lc/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,262,393,524,655,786,917,1048,1179,1310,1441,1572,1703,1834,1965,2096,2481,3121,4015,5164,6567,8224,10136,12048,13745,15227,16494,17547,18385,19008,19416,19786,20117,20410,20664,20880,21057,21196,21335,21474,21630,21803,22005,22216,22414,22599,22771,22913,23025,23094,23148,23226,23313,23396,23476,23552,23624,23699,23760,23818,23875,23930,23992,24061,24116,24157,24197,24238,24281,24317,24359,24414,24472,24541,24764,25140,25670,26341,27154,28119,29218,30317,31416,32515,33614,34713,35812,36911,38010,39109,40208,41307,42271,43150,43934,44569,45056,45394,45613,45845,46047,46229,46431,46650,46885
LBY,Libya,https://www.countryflags.io/ly/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,5350,9950,14550,19150,23750,28350,32950,37550,42150,46750,51350,55950,60550,65150,69750,74350,78950,83550,88150,92750,97350,101950,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550,106550
LBR,Liberia,https://www.countryflags.io/lr/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36404,38186,39968,41750,43532,45314,47096,48878,50660,52442,54026,55412,56599,57679,58652,59383,59872,60318,60721,61081,61081
LBN,Lebanon,https://www.countryflags.io/lb/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,688,1777,3260,5181,7403,9307,11204,13597,16213,18993,21881,24976,28071,31966,35941,39662,43832,47783,51433,55111,58073,60666,63144,67806,72734,77784,83226,89004,94821,101991,106802,112162,117789,123005,128239,134438,140560,147006,153369,159769,166309,173208,179749,186839,194021,200921,207440,213828,219733,225647,230951,237075,243682,250349,257170,264560,271798,279140,284428,291863,299044,306070,313166,321355,329302,339275,347781,358024,370276,382577,393808,406162,418919,430490,440116,447720,454912,462317,469418,475948,482883,491011,500409,510489,520724,530200,539092,548012,556932,564642,571823,580624,589782,599561,610947,622373,633815,644969,655138,664235,676179,686677,697574,709111,721591,735342,752205
LAO,Lao PDR,https://www.countryflags.io/la/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40732,44129,47526,50923,54320,57717,61114,64511,67908,71305,74702,78099,81496,84893,88290,91687,95084,98481,101878,105275,108672,112069,115466,118863,122260,125657,129054,132451,135848,138793,141287,143329,144919,146058,147722,149911,152873,157423,163562,170260,177026,185884,196834,210081,224809,241018,259737,281457,303177,324897,346617,368337,390057,411777,433497,454793,475664,496111,516133,535807,555294,574595,592808,610385,628177,646291,667173,685138,701228,716768,731308,746237,761449,774422,790678,809176,809176
KWT,Kuwait,https://www.countryflags.io/kw/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,3621,4742,5863,6984,8105,9226,10347,11468,12589,13710,14831,15952,17073,18194,19315,20436,21557,22678,23799,24920,26041,27162,28283,29404,30525,31646,32767,33888,35009,36970,39770,43410,47890,53210,59370,66370,73370,80370,87370,94370,101370,108370,115370,122370,129370,136370,143370,150370,157370,164629,172146,179922,187956,196249,204800,213610,222420,231230,240040,248850,257660,266470,275280,284090,292900,301710,310520,319330,328140,336950,346317,356242,366725,377766,389365,401521,414235,426949,439663,452377,465091,477805,490519,503233,515495,527306,538665,549572,560027,570030,579582,589591,600058,610983,622366,634207,646506,659263,672020,684777,697534,710291,723048,735805,748562,761319,774076,786833,799590,812347,825104,838896,853722,869583,886479,904410,923375,943375,966343,992280,1021185,1053058,1087899,1125709,1166487,1207265,1248043,1288210,1327766,1366925,1405687,1444052,1482020,1519591,1557377,1595377,1633377,1671377,1709377,1709377,1709377,1709377,1709377,1709377,1709377,1709377,1709377,1709377,1709377,1709377,1709377,1709377,1709377,1709377,1709377
